,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
55,GDP per capita loss,India,RCP 8.5,2030,No CC,%,1.78,NA,NA,NA,NA,NA,Table 6,m=40
56,GDP per capita loss,Russia,RCP 2.6,2030,No CC,%,-0.07,NA,NA,NA,NA,NA,Table 6,m=20
57,GDP per capita loss,Russia,RCP 2.6,2030,No CC,%,-0.14,NA,NA,NA,NA,NA,Table 6,m=30
58,GDP per capita loss,Russia,RCP 2.6,2030,No CC,%,-0.23,NA,NA,NA,NA,NA,Table 6,m=40
59,GDP per capita loss,Russia,RCP 8.5,2030,No CC,%,0.51,NA,NA,NA,NA,NA,Table 6,m=20
60,GDP per capita loss,Russia,RCP 8.5,2030,No CC,%,1.03,NA,NA,NA,NA,NA,Table 6,m=30
61,GDP per capita loss,Russia,RCP 8.5,2030,No CC,%,1.63,NA,NA,NA,NA,NA,Table 6,m=40
62,GDP per capita loss,United States,RCP 2.6,2030,No CC,%,0.10,NA,NA,NA,NA,NA,Table 6,m=20
63,GDP per capita loss,United States,RCP 2.6,2030,No CC,%,0.20,NA,NA,NA,NA,NA,Table 6,m=30
64,GDP per capita loss,United States,RCP 2.6,2030,No CC,%,0.33,NA,NA,NA,NA,NA,Table 6,m=40
65,GDP per capita loss,United States,RCP 8.5,2030,No CC,%,0.60,NA,NA,NA,NA,NA,Table 6,m=20
66,GDP per capita loss,United States,RCP 8.5,2030,No CC,%,1.20,NA,NA,NA,NA,NA,Table 6,m=30
67,GDP per capita loss,United States,RCP 8.5,2030,No CC,%,1.86,NA,NA,NA,NA,NA,Table 6,m=40
68,GDP per capita loss,World,RCP 2.6,2050,No CC,%,0.06,NA,NA,NA,NA,NA,Table 6,m=20
69,GDP per capita loss,World,RCP 2.6,2050,No CC,%,0.11,NA,NA,NA,NA,NA,Table 6,m=30
70,GDP per capita loss,World,RCP 2.6,2050,No CC,%,0.16,NA,NA,NA,NA,NA,Table 6,m=40
71,GDP per capita loss,World,RCP 8.5,2050,No CC,%,1.39,NA,NA,NA,NA,NA,Table 6,m=20
72,GDP per capita loss,World,RCP 8.5,2050,No CC,%,2.51,NA,NA,NA,NA,NA,Table 6,m=30
73,GDP per capita loss,World,RCP 8.5,2050,No CC,%,3.67,NA,NA,NA,NA,NA,Table 6,m=40
74,GDP per capita loss,China,RCP 2.6,2050,No CC,%,-0.38,NA,NA,NA,NA,NA,Table 6,m=20
75,GDP per capita loss,China,RCP 2.6,2050,No CC,%,-0.80,NA,NA,NA,NA,NA,Table 6,m=30
76,GDP per capita loss,China,RCP 2.6,2050,No CC,%,-1.31,NA,NA,NA,NA,NA,Table 6,m=40
77,GDP per capita loss,China,RCP 8.5,2050,No CC,%,0.90,NA,NA,NA,NA,NA,Table 6,m=20
78,GDP per capita loss,China,RCP 8.5,2050,No CC,%,1.62,NA,NA,NA,NA,NA,Table 6,m=30
79,GDP per capita loss,China,RCP 8.5,2050,No CC,%,2.30,NA,NA,NA,NA,NA,Table 6,m=40
80,GDP per capita loss,European Union,RCP 2.6,2050,No CC,%,-0.06,NA,NA,NA,NA,NA,Table 6,m=20
81,GDP per capita loss,European Union,RCP 2.6,2050,No CC,%,-0.13,NA,NA,NA,NA,NA,Table 6,m=30
82,GDP per capita loss,European Union,RCP 2.6,2050,No CC,%,-0.22,NA,NA,NA,NA,NA,Table 6,m=40
83,GDP per capita loss,European Union,RCP 8.5,2050,No CC,%,0.79,NA,NA,NA,NA,NA,Table 6,m=20
84,GDP per capita loss,European Union,RCP 8.5,2050,No CC,%,1.53,NA,NA,NA,NA,NA,Table 6,m=30
85,GDP per capita loss,European Union,RCP 8.5,2050,No CC,%,2.35,NA,NA,NA,NA,NA,Table 6,m=40
86,GDP per capita loss,India,RCP 2.6,2050,No CC,%,0.41,NA,NA,NA,NA,NA,Table 6,m=20
87,GDP per capita loss,India,RCP 2.6,2050,No CC,%,0.81,NA,NA,NA,NA,NA,Table 6,m=30
88,GDP per capita loss,India,RCP 2.6,2050,No CC,%,1.27,NA,NA,NA,NA,NA,Table 6,m=40
89,GDP per capita loss,India,RCP 8.5,2050,No CC,%,2.13,NA,NA,NA,NA,NA,Table 6,m=20
90,GDP per capita loss,India,RCP 8.5,2050,No CC,%,3.62,NA,NA,NA,NA,NA,Table 6,m=30
91,GDP per capita loss,India,RCP 8.5,2050,No CC,%,5.08,NA,NA,NA,NA,NA,Table 6,m=40
92,GDP per capita loss,Russia,RCP 2.6,2050,No CC,%,-0.16,NA,NA,NA,NA,NA,Table 6,m=20
93,GDP per capita loss,Russia,RCP 2.6,2050,No CC,%,-0.34,NA,NA,NA,NA,NA,Table 6,m=30
94,GDP per capita loss,Russia,RCP 2.6,2050,No CC,%,-0.56,NA,NA,NA,NA,NA,Table 6,m=40
95,GDP per capita loss,Russia,RCP 8.5,2050,No CC,%,1.62,NA,NA,NA,NA,NA,Table 6,m=20
96,GDP per capita loss,Russia,RCP 8.5,2050,No CC,%,3.08,NA,NA,NA,NA,NA,Table 6,m=30
97,GDP per capita loss,Russia,RCP 8.5,2050,No CC,%,4.61,NA,NA,NA,NA,NA,Table 6,m=40
98,GDP per capita loss,United States,RCP 2.6,2050,No CC,%,0.29,NA,NA,NA,NA,NA,Table 6,m=20
99,GDP per capita loss,United States,RCP 2.6,2050,No CC,%,0.60,NA,NA,NA,NA,NA,Table 6,m=30
100,GDP per capita loss,United States,RCP 2.6,2050,No CC,%,0.96,NA,NA,NA,NA,NA,Table 6,m=40
101,GDP per capita loss,United States,RCP 8.5,2050,No CC,%,2.13,NA,NA,NA,NA,NA,Table 6,m=20
102,GDP per capita loss,United States,RCP 8.5,2050,No CC,%,3.77,NA,NA,NA,NA,NA,Table 6,m=30
103,GDP per capita loss,United States,RCP 8.5,2050,No CC,%,5.39,NA,NA,NA,NA,NA,Table 6,m=40
104,GDP per capita loss,World,RCP 2.6,2100,No CC,%,0.58,NA,NA,NA,NA,NA,Table 6,m=20
105,GDP per capita loss,World,RCP 2.6,2100,No CC,%,1.07,NA,NA,NA,NA,NA,Table 6,m=30
106,GDP per capita loss,World,RCP 2.6,2100,No CC,%,1.57,NA,NA,NA,NA,NA,Table 6,m=40
107,GDP per capita loss,World,RCP 8.5,2100,No CC,%,4.44,NA,NA,NA,NA,NA,Table 6,m=20
108,GDP per capita loss,World,RCP 8.5,2100,No CC,%,7.22,NA,NA,NA,NA,NA,Table 6,m=30
109,GDP per capita loss,World,RCP 8.5,2100,No CC,%,9.96,NA,NA,NA,NA,NA,Table 6,m=40
110,GDP per capita loss,China,RCP 2.6,2100,No CC,%,0.24,NA,NA,NA,NA,NA,Table 6,m=20
111,GDP per capita loss,China,RCP 2.6,2100,No CC,%,0.45,NA,NA,NA,NA,NA,Table 6,m=30
112,GDP per capita loss,China,RCP 2.6,2100,No CC,%,0.67,NA,NA,NA,NA,NA,Table 6,m=40
113,GDP per capita loss,China,RCP 8.5,2100,No CC,%,2.67,NA,NA,NA,NA,NA,Table 6,m=20
114,GDP per capita loss,China,RCP 8.5,2100,No CC,%,4.35,NA,NA,NA,NA,NA,Table 6,m=30
115,GDP per capita loss,China,RCP 8.5,2100,No CC,%,5.93,NA,NA,NA,NA,NA,Table 6,m=40
116,GDP per capita loss,European Union,RCP 2.6,2100,No CC,%,0.05,NA,NA,NA,NA,NA,Table 6,m=20
117,GDP per capita loss,European Union,RCP 2.6,2100,No CC,%,0.09,NA,NA,NA,NA,NA,Table 6,m=30
118,GDP per capita loss,European Union,RCP 2.6,2100,No CC,%,0.13,NA,NA,NA,NA,NA,Table 6,m=40
119,GDP per capita loss,European Union,RCP 8.5,2100,No CC,%,2.67,NA,NA,NA,NA,NA,Table 6,m=20
120,GDP per capita loss,European Union,RCP 8.5,2100,No CC,%,4.66,NA,NA,NA,NA,NA,Table 6,m=30
121,GDP per capita loss,European Union,RCP 8.5,2100,No CC,%,6.69,NA,NA,NA,NA,NA,Table 6,m=40
122,GDP per capita loss,India,RCP 2.6,2100,No CC,%,1.44,NA,NA,NA,NA,NA,Table 6,m=20
123,GDP per capita loss,India,RCP 2.6,2100,No CC,%,2.57,NA,NA,NA,NA,NA,Table 6,m=30
124,GDP per capita loss,India,RCP 2.6,2100,No CC,%,3.69,NA,NA,NA,NA,NA,Table 6,m=40
125,GDP per capita loss,India,RCP 8.5,2100,No CC,%,6.37,NA,NA,NA,NA,NA,Table 6,m=20
126,GDP per capita loss,India,RCP 8.5,2100,No CC,%,9.90,NA,NA,NA,NA,NA,Table 6,m=30
127,GDP per capita loss,India,RCP 8.5,2100,No CC,%,13.39,NA,NA,NA,NA,NA,Table 6,m=40
128,GDP per capita loss,Russia,RCP 2.6,2100,No CC,%,-0.33,NA,NA,NA,NA,NA,Table 6,m=20
129,GDP per capita loss,Russia,RCP 2.6,2100,No CC,%,-0.71,NA,NA,NA,NA,NA,Table 6,m=30
130,GDP per capita loss,Russia,RCP 2.6,2100,No CC,%,-1.19,NA,NA,NA,NA,NA,Table 6,m=40
131,GDP per capita loss,Russia,RCP 8.5,2100,No CC,%,5.28,NA,NA,NA,NA,NA,Table 6,m=20
132,GDP per capita loss,Russia,RCP 8.5,2100,No CC,%,8.93,NA,NA,NA,NA,NA,Table 6,m=30
133,GDP per capita loss,Russia,RCP 8.5,2100,No CC,%,12.46,NA,NA,NA,NA,NA,Table 6,m=40
134,GDP per capita loss,United States,RCP 2.6,2100,No CC,%,0.98,NA,NA,NA,NA,NA,Table 6,m=20
135,GDP per capita loss,United States,RCP 2.6,2100,No CC,%,1.88,NA,NA,NA,NA,NA,Table 6,m=30
136,GDP per capita loss,United States,RCP 2.6,2100,No CC,%,2.84,NA,NA,NA,NA,NA,Table 6,m=40
137,GDP per capita loss,United States,RCP 8.5,2100,No CC,%,6.66,NA,NA,NA,NA,NA,Table 6,m=20
138,GDP per capita loss,United States,RCP 8.5,2100,No CC,%,10.52,NA,NA,NA,NA,NA,Table 6,m=30
139,GDP per capita loss,United States,RCP 8.5,2100,No CC,%,14.32,NA,NA,NA,NA,NA,Table 6,m=40
140,GDP per capita loss,World,RCP 8.5,2030,No CC,%,2.02,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
141,GDP per capita loss,China,RCP 8.5,2030,No CC,%,0.78,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
142,GDP per capita loss,European Union,RCP 8.5,2030,No CC,%,1.45,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
143,GDP per capita loss,India,RCP 8.5,2030,No CC,%,2.62,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
144,GDP per capita loss,Russia,RCP 8.5,2030,No CC,%,2.00,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
145,GDP per capita loss,United States,RCP 8.5,2030,No CC,%,2.66,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
146,GDP per capita loss,World,RCP 8.5,2050,No CC,%,5.18,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
147,GDP per capita loss,China,RCP 8.5,2050,No CC,%,1.99,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
148,GDP per capita loss,European Union,RCP 8.5,2050,No CC,%,3.71,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
149,GDP per capita loss,India,RCP 8.5,2050,No CC,%,6.70,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
150,GDP per capita loss,Russia,RCP 8.5,2050,No CC,%,5.13,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
151,GDP per capita loss,United States,RCP 8.5,2050,No CC,%,6.81,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
152,GDP per capita loss,World,RCP 8.5,2100,No CC,%,13.11,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
153,GDP per capita loss,China,RCP 8.5,2100,No CC,%,5.02,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
154,GDP per capita loss,European Union,RCP 8.5,2100,No CC,%,9.37,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
155,GDP per capita loss,India,RCP 8.5,2100,No CC,%,16.92,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
156,GDP per capita loss,Russia,RCP 8.5,2100,No CC,%,12.94,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
157,GDP per capita loss,United States,RCP 8.5,2100,No CC,%,17.19,NA,NA,NA,NA,NA,Table 7,sigma1T = mu1T/mu0T * sigma0T
